history_schema_version,stage,candidate,auroc,is_winner,config_json,control_fold_mean,control_fold_std,control_n_folds,control_fold_aurocs,auroc_ADC,auroc_FA,auroc_FLAIR,auroc_FLAIR*blur,auroc_T1w,auroc_T1w*blur,auroc_qT1,auroc_qT1*blur,auroc_thickness,auroc_ADC_std,auroc_FA_std,auroc_FLAIR_std,auroc_FLAIR*blur_std,auroc_T1w_std,auroc_T1w*blur_std,auroc_qT1_std,auroc_qT1*blur_std,auroc_thickness_std,normalization,wscore_preprocessing,intensity_depth_model,blur_depth_model,method,wscore_covariate_model,wscore_distribution,predictive_wscore,use_curvature_covariates,wscore_surface_smoothing_iterations,control_correlation_filter,control_correlation_quantile,prediction_variance_percentile,sample_surface,t1w_flair_self_norm,quant_sample_surface,subject_norm,dataset_norm,outlier_method,qc_alpha,cortical_smoothing,hippocampal_smoothing,site_harmonization,scoring_site_covariate,control_correlation_threshold
6,hippocampal_smoothing,hippocampus_5mm,0.6497260545141066,False,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 5, ""intensity_depth_model"": ""sample_white"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""white"", ""sample_surface"": ""white"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.6497260545141066,0.0,1,[0.649726],0.626119,0.578983,0.658942,0.729669,0.531077,0.718381,0.684503,0.668772,0.677999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_white,boundary_gradient,zscore,linear,gaussian,False,False,0,False,,,white,,white,whitestripe,none,robpca,0.01,10,5,none,False,0.6
6,hippocampal_smoothing,WINNER:hippocampus_2mm,0.6497260807366421,True,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_white"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""white"", ""sample_surface"": ""white"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.6497260807366421,0.0,1,[0.649726],0.626119,0.578983,0.658942,0.729669,0.531077,0.718381,0.684504,0.668772,0.677999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_white,boundary_gradient,zscore,linear,gaussian,False,False,0,False,,,white,,white,whitestripe,none,robpca,0.01,10,2,none,False,0.6
6,sample_surface,midthickness,0.6445973549308414,False,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_midthickness"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""midthickness"", ""sample_surface"": ""midthickness"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.6445973549308414,0.0,1,[0.644597],0.626119,0.578983,0.575405,0.729669,0.573584,0.718381,0.684503,0.668772,0.677999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_midthickness,boundary_gradient,zscore,linear,gaussian,False,False,0,False,,,midthickness,,midthickness,whitestripe,none,robpca,0.01,10,2,none,False,0.6
6,sample_surface,swm1,0.667247542093645,False,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.667247542093645,0.0,1,[0.667248],0.626119,0.578983,0.71668,0.729669,0.613511,0.718381,0.684503,0.668772,0.677999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1,boundary_gradient,zscore,linear,gaussian,False,False,0,False,,,swm1,,swm1,whitestripe,none,robpca,0.01,10,2,none,False,0.6
6,sample_surface,WINNER:swm1,0.667247542093645,True,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.667247542093645,0.0,1,[0.667248],0.626119,0.578983,0.71668,0.729669,0.613511,0.718381,0.684503,0.668772,0.677999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1,boundary_gradient,zscore,linear,gaussian,False,False,0,False,,,swm1,,swm1,whitestripe,none,robpca,0.01,10,2,none,False,0.6
6,t1w_flair_self_norm,swm2,0.662339017951177,False,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1_swm2"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": ""swm2"", ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.662339017951177,0.0,1,[0.662339],0.626119,0.578983,0.691269,0.729669,0.599654,0.718381,0.684503,0.668772,0.677999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1_swm2,boundary_gradient,zscore,linear,gaussian,False,False,0,False,,,swm1,swm2,swm1,whitestripe,none,robpca,0.01,10,2,none,False,0.6
6,t1w_flair_self_norm,owncortex,0.6657984851156973,False,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1_owncortex"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": ""owncortex"", ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.6657984851156973,0.0,1,[0.665798],0.626119,0.578983,0.699642,0.729669,0.618956,0.718381,0.684504,0.668772,0.677999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1_owncortex,boundary_gradient,zscore,linear,gaussian,False,False,0,False,,,swm1,owncortex,swm1,whitestripe,none,robpca,0.01,10,2,none,False,0.6
6,t1w_flair_self_norm,WINNER:keep,0.667247542093645,True,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.667247542093645,0.0,1,[0.667248],0.626119,0.578983,0.71668,0.729669,0.613511,0.718381,0.684503,0.668772,0.677999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1,boundary_gradient,zscore,linear,gaussian,False,False,0,False,,,swm1,,swm1,whitestripe,none,robpca,0.01,10,2,none,False,0.6
6,blur,gray_white_contrast,0.6379038260439815,False,"{""blur_depth_model"": ""gray_white_contrast"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.6379038260439815,0.0,1,[0.637904],0.626119,0.578983,0.71668,0.56024,0.613511,0.642638,0.684503,0.689617,0.677999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1,gray_white_contrast,zscore,linear,gaussian,False,False,0,False,,,swm1,,swm1,whitestripe,none,robpca,0.01,10,2,none,False,0.6
6,blur,juxtacortical_gradient,0.6517252178149788,False,"{""blur_depth_model"": ""juxtacortical_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.6517252178149788,0.0,1,[0.651725],0.626119,0.578983,0.71668,0.645078,0.613511,0.691728,0.684504,0.642905,0.677999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1,juxtacortical_gradient,zscore,linear,gaussian,False,False,0,False,,,swm1,,swm1,whitestripe,none,robpca,0.01,10,2,none,False,0.6
6,blur,WINNER:keep,0.667247542093645,True,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.667247542093645,0.0,1,[0.667248],0.626119,0.578983,0.71668,0.729669,0.613511,0.718381,0.684503,0.668772,0.677999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1,boundary_gradient,zscore,linear,gaussian,False,False,0,False,,,swm1,,swm1,whitestripe,none,robpca,0.01,10,2,none,False,0.6
6,site_harmonization,meancenter,0.6586373381843849,False,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""meancenter"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.6586373381843849,0.0,1,[0.658637],0.538967,0.580945,0.721008,0.738674,0.612758,0.725306,0.684503,0.668772,0.674804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1,boundary_gradient,zscore,linear,gaussian,False,False,0,False,,,swm1,,swm1,whitestripe,none,robpca,0.01,10,2,meancenter,False,0.6
6,site_harmonization,sitestd_noeb,0.6581363364194024,False,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""sitestd_noeb"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.6581363364194024,0.0,1,[0.658136],0.551029,0.578147,0.718472,0.732367,0.609903,0.719662,0.684504,0.668772,0.678874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1,boundary_gradient,zscore,linear,gaussian,False,False,0,False,,,swm1,,swm1,whitestripe,none,robpca,0.01,10,2,sitestd_noeb,False,0.6
6,site_harmonization,combat,0.6597808310663668,False,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""combat"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.6597808310663668,0.0,1,[0.659781],0.550758,0.580614,0.723251,0.738019,0.609435,0.723296,0.684504,0.668772,0.676237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1,boundary_gradient,zscore,linear,gaussian,False,False,0,False,,,swm1,,swm1,whitestripe,none,robpca,0.01,10,2,combat,False,0.6
6,site_harmonization,mcombat_ref,0.6562427737519958,False,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""mcombat_ref"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.6562427737519958,0.0,1,[0.656243],0.536079,0.577862,0.719168,0.733259,0.60928,0.719299,0.684504,0.668772,0.678357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1,boundary_gradient,zscore,linear,gaussian,False,False,0,False,,,swm1,,swm1,whitestripe,none,robpca,0.01,10,2,mcombat_ref,False,0.6
6,site_harmonization,WINNER:keep,0.667247542093645,True,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.667247542093645,0.0,1,[0.667248],0.626119,0.578983,0.71668,0.729669,0.613511,0.718381,0.684503,0.668772,0.677999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1,boundary_gradient,zscore,linear,gaussian,False,False,0,False,,,swm1,,swm1,whitestripe,none,robpca,0.01,10,2,none,False,0.6
6,scoring,zscore,0.667247542093645,False,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1"", ""method"": ""zscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.667247542093645,0.0,1,[0.667248],0.626119,0.578983,0.71668,0.729669,0.613511,0.718381,0.684503,0.668772,0.677999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1,boundary_gradient,zscore,linear,gaussian,False,False,0,False,,,swm1,,swm1,whitestripe,none,robpca,0.01,10,2,none,False,0.6
6,scoring,wscore_demographics,0.6627541676519714,False,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1"", ""method"": ""wscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""linear"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.6627541676519714,0.0,1,[0.662754],0.613583,0.58332,0.709616,0.748451,0.598656,0.699513,0.694148,0.668779,0.66743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1,boundary_gradient,wscore,linear,gaussian,False,False,0,False,,,swm1,,swm1,whitestripe,none,robpca,0.01,10,2,none,False,0.6
6,scoring,knn_half_controls,0.6465803480701874,False,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1"", ""method"": ""wscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""knn"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.6465803480701874,0.0,1,[0.64658],0.607742,0.572278,0.709156,0.714244,0.587035,0.663093,0.674897,0.660019,0.651637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1,boundary_gradient,wscore,knn,gaussian,False,False,0,False,,,swm1,,swm1,whitestripe,none,robpca,0.01,10,2,none,False,0.6
6,scoring,gp_rbf_ard,0.6669538007945403,False,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1"", ""method"": ""wscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""gaussian_process"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.6669538007945403,0.0,1,[0.666954],0.618,0.577004,0.715926,0.749295,0.607481,0.706715,0.695613,0.67092,0.677944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1,boundary_gradient,wscore,gaussian_process,gaussian,False,False,0,False,,,swm1,,swm1,whitestripe,none,robpca,0.01,10,2,none,False,0.6
6,scoring,gp_matern32_ard,0.6670176902938161,False,"{""blur_depth_model"": ""boundary_gradient"", ""control_correlation_filter"": false, ""control_correlation_quantile"": null, ""control_correlation_threshold"": 0.6, ""cortical_smoothing"": 10, ""dataset_norm"": ""none"", ""hippocampal_smoothing"": 2, ""intensity_depth_model"": ""sample_swm1"", ""method"": ""wscore"", ""normalization"": ""whitestripe"", ""outlier_method"": ""robpca"", ""prediction_variance_percentile"": null, ""predictive_wscore"": false, ""qc_alpha"": 0.01, ""quant_sample_surface"": ""swm1"", ""sample_surface"": ""swm1"", ""scoring_site_covariate"": false, ""site_harmonization"": ""none"", ""subject_norm"": ""whitestripe"", ""t1w_flair_self_norm"": null, ""use_curvature_covariates"": false, ""wscore_covariate_model"": ""gaussian_process_matern32"", ""wscore_distribution"": ""gaussian"", ""wscore_preprocessing"": ""none"", ""wscore_surface_smoothing_iterations"": 0}",0.6670176902938161,0.0,1,[0.667018],0.621013,0.58039,0.715346,0.747076,0.607578,0.703128,0.694356,0.669562,0.679651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,whitestripe,none,sample_swm1,boundary_gradient,wscore,gaussian_process_matern32,gaussian,False,False,0,False,,,swm1,,swm1,whitestripe,none,robpca,0.01,10,2,none,False,0.6
